DATA AS OF,DEVELOPMENT,HUD AMP#,TDS#,CONSOLIDATED TDS#,DEVELOPMENT EDP#,OPERATING EDP#,HUD #,PROGRAM,METHOD,TYPE,NUMBER OF SECTION 8 TRANSITION APARTMENTS,NUMBER OF CURRENT APARTMENTS,TOTAL NUMBER OF APARTMENTS,NUMBER OF RENTAL ROOMS,AVG NO R/R PER APARTMENT,POPULATION SECTION 8 TRANSITION,POPULATION PUBLIC HOUSING,TOTAL POPULATION,NUMBER OF RESIDENTIAL BLDGS,NUMBER OF NON-RESIDENTIAL BLDGS,NUMBER OF STAIRHALLS,NUMBER OF STORIES,TOTAL AREA SQ FT,ACRES,NET DEV AREA SQ FT,EXCLUDING PARK ACRES,BLDG COVERAGE SQ FT,CUBAGE CU FT,BLDG COVERAGE %,DENSITY,DEVELOPMENT COST,PER RENTAL ROOM,AVG MONTHLY GROSS RENT,LOCATION STREET A,LOCATION STREET B,LOCATION STREET C,LOCATION STREET D,BOROUGH,COMMUNITY DISTIRCT,US CONGRESSIONAL DISTRICT,NY STATE SENATE DISTRICT,NY STATE ASSEMBLY DISTRICT,NY CITY COUNCIL DISTRICT,COMPLETION DATE,FEDERALIZED DEVELOPMENT,SENIOR DEVELOPMENT,ELECTRICITY PAID BY RESIDENTS,PRIVATE MANAGEMENT
1/1/16,SAMUEL (MHOP) III,NY005013170,399,359,483,483,NY005359,MHOP,CONVENTIONAL,REHAB,,2,10,9.0,4.50,,,4,1,0,1,5,"5,396.00",0.12,"5,396.00",0.12,"1,599.00","114,675.00",29.63%,33.33,"$887,005.00","$20,159.00",$727.00,AC POWELL BLVD,W 142ND ST,LENOX AVE,,MANHATTAN,10,13,30,71,09,06/30/1995,,,YES,YES
1/1/16,SARATOGA VILLAGE,NY005011620,158,162,274,269,NY005067,FEDERAL,CONVENTIONAL,NEW CONST,,125,125,562.5,4.5,,322,322,1,0,1,16,"54,935",1.26,"54,935",1.26,"6,911","1,037,975",12.58%,255.56,"$2,334,676","$4,147",$541.27,SARATOGA AVE,HANCOCK ST,HALSEY ST,,BROOKLYN,16,8,18,55,41,12/31/66,,,,
1/1/16,SEDGWICK,NY005010450,045,045,368,368,NY005183B,FEDERAL,CONVENTIONAL,NEW CONST,,783,786,3316.5,4.24,,"1,510","1,510",7,0,7,14-15,"319,008",7.32,"319,008",7.32,"59,598","6,642,484",18.68%,206.28,"$8,397,841","$2,529",$440.12,UNDERCLIFF AVE,W 174TH ST,UNIVERSITY AVE,,BRONX,5,13,29,77,16,3/23/51,1972/06/29-FED TRAN,,,
1/1/16,SEWARD PARK EXTENSION,NY005011000,192,100,312,312,NY005100,FEDERAL,CONVENTIONAL,NEW CONST,,360,360,1591.0,4.42,,797,797,2,2,5,23,"90,637",2.08,"90,637",2.08,"23,922","3,370,430",26.39%,383.17,"$11,871,465","$7,394",$485.67,BROOME ST,NORFOLK ST,GRAND ST,ESSEX ST,MANHATTAN,3,12,26,65,1,10/31/73,,,,
1/1/16,SHEEPSHEAD BAY,NY005010360,036,036,314,314,NY005114B,FEDERAL,CONVENTIONAL,NEW CONST,,"1,054","1,056",4911.0,4.66,,"2,435","2,435",18,0,36,6,"1,036,600",23.8,"953,637",21.89,"159,727","10,080,777",15.41%,102.31,"$12,596,000","$2,573",$492.12,AVENUE X,BATCHELDER ST,AVENUE V,NOSTRAND AVE,BROOKLYN,15,9,19,41,46,8/8/50,1968/08/29-FED TRAN,,,
1/1/16,SHELTON HOUSE,NY005010910,279,091,505,240,NY005203,FEDERAL,CONVENTIONAL,REHAB (ELD),,153,155,475.5,3.11,,168,168,1,0,1,12,"21,844",0.5,"21,844",0.5,"14,991","1,287,831",68.63%,336,"$3,615,000","$7,061",$342.17,162ND ST,89TH AVE,163RD ST,JAMAICA AVE,QUEENS,12,5,14,32,24,10/31/78,,EXCLUSIVELY,YES,
1/1/16,SMITH,NY005000270,027,027,531,531,NY005220B,FEDERAL,CONVENTIONAL,NEW CONST,,"1,934","1,935",8987.0,4.6500000000000004,,"4,238","4,238",12,0,12,17,"947,493",21.75,"806,175",18.510000000000002,"126,462","15,937,490",13.35%,194.85,"$29,083,000","$3,270",$508.55,MADISON ST,CATHERINE ST,SOUTH ST,SAINT JAMES PL,MANHATTAN,3,7,26,65,1,4/27/53,1978/07/01-ATP 3,,,
1/1/16,SOTOMAYOR HOUSES,NY005010670,067,067,222,222,NY005022,FEDERAL,CONVENTIONAL,NEW CONST,,"1,497","1,497",6971.5,4.66,,"3,444","3,444",28,3,31,7,"1,340,519",30.77,"1,340,519",30.77,"190,435","12,238,008",14.21%,111.93,"$17,963,549","$2,564",$484.55,WATSON AVE,BRUCKNER BLVD,SOUNDVIEW AVE,LELAND AVE,BRONX,9,15,32,85,18,2/28/55,,,,
1/1/16,SOUNDVIEW,NY005000710,071,071,537,537,NY005220H,FEDERAL,CONVENTIONAL,NEW CONST,,"1,258","1,259",5863.0,4.66,,"3,008","3,008",13,2,28,7,"1,076,761",24.72,"1,076,761",24.72,"164,048","10,481,330",14.32%,121.68,"$13,445,000","$2,308",$453.29,ROSEDALE AVE,LACOMBE AVE,BRONX RIVER AVE,SOUNDVIEW PK,BRONX,9,15,32,85,18,10/29/54,1978/07/01-ATP 3,,,
1/1/16,SOUTH BEACH,NY005010350,035,035,315,315,NY005114C,FEDERAL,CONVENTIONAL,NEW CONST,,421,422,1936.5,4.5999999999999996,,932,932,8,0,15,6,"708,283",16.260000000000002,"638,737",14.66,"68,084","3,921,651",9.61%,57.32,"$5,377,000","$2,795",$435.56,KRAMER ST,LAMPORT BLVD,REID AVE,PARKINSON AVE,STATEN ISLAND,2,11,23,64,50,3/20/50,1968/08/29-FED TRAN,,,
1/1/16,SOUTH BRONX AREA (SITE 402),NY005013420,305,342,550,753,NY005224,FEDERAL,TURNKEY,NEW CONST,,112,114,592.0,5.29,,414,414,4,0,19,3,"149,500",3.43,"149,500",3.43,"41,764","1,301,202",27.94%,120.7,"$8,902,455","$14,764",$609.29,E 158TH ST,E 161ST ST,CAULDWELL AVE,EAGLE AVE,BRONX,1,15,32,79,17,5/1/88,,,YES,
1/1/16,SOUTH JAMAICA I,NY005010080,008,008,206,206,NY005004,FEDERAL,CONVENTIONAL,NEW CONST,,448,448,1797.0,4.01,,887,887,11,1,33,3-4,"392,989",9.02,"392,989",9.02,"82,310","2,940,659",20.94%,98.34,"$2,117,392","$1,182",$451.22,158TH ST,SOUTH RD,160TH ST,109TH AVE,QUEENS,12,5,"10, 14",32,28,8/1/40,,,,
1/1/16,SOUTH JAMAICA II,NY005010080,066,008,220,206,NY005018,FEDERAL,CONVENTIONAL,NEW CONST,,599,600,2815.5,4.7,,"1,491","1,491",16,0,27,3-7,"579,217",13.3,"579,217",13.36,"116,506","5,268,542",20.11%,112.11,"$8,541,145","$3,030",$496.54,SOUTH RD,160TH ST,BRINKERHOFF AVE,158TH ST,QUEENS,12,5,"10, 14",32,28,10/25/54,,,,
1/1/16,STANTON STREET,NY005013590,559,359,841,840,NY005326,FEDERAL,TURNKEY,NEW CONST,,13,13,66.5,5.12,,39,39,1,0,1,6,"5,000",0.11,"5,000",0.11,"3,600",,72.00%,354.55,"$4,561,538","$68,595",$403.00,ATTORNEY ST,STANTON ST,RIDGE ST,,MANHATTAN,3,12,26,65,1,12/1/03,,,YES,YES
1/1/16,STAPLETON,NY005021140,114,114,436,436,NY005383,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,94,693,693,3358.5,4.8499999999999996,316,1809,"2,125",6,1,12,"1, 8","734,857",16.87,"611,147",14.03,"76,976","6,441,281",10.47%,125.96,"$12,271,000","$3,654",$469.63,BROAD & HILL STS,TOMPKINS AVE,WARREN ST,GORDON ST,STATEN ISLAND,1,11,23,61,49,5/31/62,,,,
1/1/16,STEBBINS AVENUE-HEWITT PLACE,NY005013420,353,342,770,753,NY005280,FEDERAL,TURNKEY,NEW CONST,,119,120,535.5,4.5,,280,280,2,0,14,3,"123,156",2.83,"123,156",2.83,"42,267","1,098,942",34.32%,98.94,"$8,851,338","$16,391",$549.34,HEWITT PL,WESTCHESTER AVE,REV JAMES A POLITE AVE,DAWSON ST,BRONX,2,15,32,85,17,4/17/87,,,YES,
1/1/16,STERLING PLACE REHABS (SAINT JOHNS-STERLING),NY005013510,366,351,801,765,NY005250,FEDERAL,TURNKEY,REHAB,,83,83,440.5,5.31,,292,292,5,0,5,4,"49,149",1.1299999999999999,"49,149",1.1299999999999999,"28,039","1,312,849",57.05%,258.41000000000003,"$9,091,865","$20,640",$647.07,SAINT JOHNS & PARK PLS,STERLING PL,BUFFALO & UTICA AVES,RALPH AVE,BROOKLYN,8,9,"20, 25",55,"36, 41",5/11/91,,,YES,
1/1/16,STERLING PLACE REHABS (STERLING-BUFFALO),NY005013510,368,351,837,765,NY005305,FEDERAL,TURNKEY,REHAB,,125,125,593.5,4.75,,352,352,7,0,7,4,"48,928",1.1200000000000001,"48,928",1.1200000000000001,"36,119","1,656,285",73.82%,314.29000000000002,"$12,235,716","$20,616",$536.21,SAINT JOHNS & PARK PLS,STERLING PL,BUFFALO & UTICA AVES,RALPH AVE,BROOKLYN,8,9,"20, 25",55,"36, 41",5/11/91,,,YES,
1/1/16,STRAUS,NY005011530,153,153,263,263,NY005063,FEDERAL,CONVENTIONAL,NEW CONST,,267,267,1162.5,4.3499999999999996,,549,549,2,0,2,19-20,"46,018",1.06,"46,018",1.06,"12,476","2,133,126",27.11%,517.91999999999996,"$5,442,401","$4,674",$496.80,THIRD AVE,E 28TH ST,SECOND AVE,E 27TH ST,MANHATTAN,6,12,28,74,2,1/31/65,,,,
1/1/16,STUYVESANT GARDENS I,NY005012210,221,221,337,337,NY005133,FEDERAL,TURNKEY,NEW CONST,,329,331,1614.5,4.91,,848,848,5,0,25,4,"202,058",4.6399999999999997,"202,058",4.6399999999999997,"92,431","3,341,149",45.74%,182.76,"$10,070,462","$6,212",$557.90,QUINCY ST,MALCOLM X BLVD,MONROE ST,LEWIS AVE,BROOKLYN,3,8,25,56,36,8/31/72,,,,
1/1/16,STUYVESANT GARDENS II,NY005012210,333,221,755,755,NY005269,FEDERAL,TURNKEY,NEW CONST (ELD),,150,150,525.0,3.5,,157,157,1,0,1,7,"70,050",1.61,"70,050",1.61,"16,458","1,044,874",23.49%,97.52,"$9,991,893","$19,032",$380.77,QUINCY ST,MALCOLM X BLVD,MONROE ST,STUYVESANT AVE,BROOKLYN,3,8,25,56,36,2/28/86,,EXCLUSIVELY,YES,
1/1/16,SUMNER,NY005010730,073,073,538,538,NY005220I,FEDERAL,CONVENTIONAL,NEW CONST,,"1,096","1,099",5000.0,4.5599999999999996,,"2,390","2,390",13,0,24,7-12,"963,265",22.11,"905,577",20.79,"131,812","8,881,677",13.68%,108.1,"$18,007,000","$3,608",$497.65,PARK AVE,LEWIS AVE,MYRTLE AVE,THROOP AVE,BROOKLYN,3,8,18,56,36,5/14/58,1978/07/01-ATP 3,,,
1/1/16,SURFSIDE GARDENS,NY005011700,170,170,278,278,NY005087,FEDERAL,CONVENTIONAL,NEW CONST,,598,600,2567.0,4.29,,"1,178","1,178",5,0,5,14-15,"323,050",7.42,"323,050",7.42,"36,810","5,005,316",11.39%,158.76,"$13,577,964","$5,261",$417.62,W 31ST ST,NEPTUNE AVE,W 33RD ST,SURF AVE,BROOKLYN,13,8,23,46,47,6/30/69,,PARTIALLY,,
1/1/16,SUTTER AVENUE-UNION STREET,NY005011670,369,167,807,203,NY005311,FEDERAL,TURNKEY,REHAB,,100,100,467.0,4.67,,257,257,3,0,3,4-6,"37,500",0.86,"37,500",0.86,"21,424","1,011,839",57.13%,298.83999999999997,"$9,370,007","$20,064",$508.86,SUTTER AVE,UNION STREET,EAST NEW YORK AVE,,BROOKLYN,16,9,20,55,41,8/31/95,,,YES,
1/1/16,TAFT,NY005010970,097,097,261,261,NY005064,FEDERAL,CONVENTIONAL,NEW CONST,,"1,464","1,470",6602.0,4.51,,"3,218","3,218",9,1,19,19,"537,645",12.34,"537,645",12.34,"105,527","13,161,342",19.63%,260.77999999999997,"$28,867,029","$4,367",$526.65,E 112TH ST,E 115TH ST,PARK AVE,FIFTH AVE,MANHATTAN,11,13,30,68,"08, 09",12/31/62,,,,
1/1/16,TAPSCOTT STREET REHAB,NY005011670,354,167,775,763,NY005278,FEDERAL,TURNKEY,REHAB,,155,155,687.5,4.4400000000000004,,365,365,8,0,8,4,"64,755",1.49,"64,755",1.49,"37,312","1,679,040",57.62%,244.97,"$10,106,270","$14,721",$534.99,SUTTER AVE,GRAFTON ST,DUMONT AVE,UNION ST,BROOKLYN,16,9,20,55,41,1/24/86,,,YES,
1/1/16,TAYLOR STREET-WYTHE AVENUE,NY005012340,234,234,358,358,NY005141,FEDERAL,TURNKEY,NEW CONST,,525,525,2465.5,4.7,,"1,259","1,259",5,1,6,8-11-12-13,"183,100",4.2,"183,100",4.2,"57,205","5,051,383",31.24%,299.76,"$20,178,024","$8,118",$438.91,WYTHE AVE,CLYMER ST,ROSS ST,,BROOKLYN,1,7,18,50,33,6/30/74,,,,
1/1/16,TELLER AVENUE-EAST 166TH STREET,NY005013080,223,308,344,344,NY005163,FEDERAL,TURNKEY,NEW CONST,,90,90,352.0,3.91,,175,175,1,0,1,6,"27,481",0.63,"27,481",0.63,"12,354","816,812",44.95%,277.77999999999997,"$2,296,895","$6,363",$376.30,TELLER AVE,E 167TH ST,CLAY AVE,E 166TH ST,BRONX,4,15,32,77,16,9/30/71,,,,
1/1/16,THOMAS APARTMENTS,NY005011270,268,127,387,259,NY005192,FEDERAL,TURNKEY,NEW CONST (ELD),,87,87,304.5,3.5,,97,97,1,0,1,11,"9,410",0.22,"9,410",0.22,"6,641","652,000",70.57%,440.91,"$11,188,636","$36,744",$351.20,W 90TH ST,AMSTERDAM AVE,W 91ST ST,COLUMBUS AVE,MANHATTAN,7,10,30,69,6,8/31/94,,EXCLUSIVELY,YES,
1/1/16,THROGGS NECK,NY005010630,063,063,218,218,NY005015,FEDERAL,CONVENTIONAL,NEW CONST,,"1,182","1,185",5423.0,4.59,,"2,713","2,713",29,2,66,3-7,"1,430,081",32.83,"1,430,081",32.83,"228,989","11,440,850",16.01%,82.64,"$15,541,569","$2,859",$506.79,RANDALL AVE,CALHOUN AVE,SAMPSON AVE,BALCOM AVE,BRONX,10,14,34,82,13,11/27/53,,,,
1/1/16,THROGGS NECK ADDITION,NY005010630,193,063,303,218,NY005098,FEDERAL,CONVENTIONAL,NEW CONST,,286,287,1327.0,4.6399999999999997,,713,713,4,0,4,8-11,"384,899",8.84,"384,899",8.84,"39,315","2,755,918",10.21%,80.66,"$7,405,898","$5,523",$507.94,DEWEY AVE,BALCOLM AVE,RANDALL AVE,THROGGS NECK HOUSES,BRONX,10,14,34,82,13,9/30/71,,,,
1/1/16,TILDEN,NY005000720,096,096,233,233,NY005034,FEDERAL,CONVENTIONAL,NEW CONST,,998,998,4750.0,4.76,,"2,600","2,600",8,1,9,16,"465,764",10.69,"465,764",10.69,"66,416","8,888,637",14.26%,243.22,"$14,827,430","$3,122",$479.18,DUMONT AVE,MOTHER GASTON BLVD,LIVONIA AVE,ROCKAWAY AVE,BROOKLYN,16,9,20,55,41,6/30/61,,,,
1/1/16,TODT HILL,NY005000520,042,052,583,583,NY005268A,FEDERAL,CONVENTIONAL,NEW CONST,,502,502,2174.0,4.33,,"1,007","1,007",7,0,14,6,"581,056",13.34,"532,084",12.21,"79,116","4,454,900",13.62%,75.489999999999995,"$6,509,155","$2,994",$511.37,MANOR RD,SCHMIDTS LA,LAGUARDIA AVE,WESTWOOD AVE,STATEN ISLAND,2,11,24,63,49,6/1/50,1980/07/01-ATP 6,,,
1/1/16,TOMPKINS,NY005011310,131,131,246,246,NY005046,FEDERAL,CONVENTIONAL,NEW CONST,,"1,045","1,046",5218.5,4.99,,"2,841","2,841",8,1,13,8-16,"521,950",11.98,"521,950",11.98,"94,386","9,894,217",18.08%,237.15,"$18,445,969","$3,532",$502.69,PARK AVE,THROOP AVE,MYRTLE AVE,TOMPKINS AVE,BROOKLYN,3,8,18,56,36,7/31/64,,,,
1/1/16,TWIN PARKS EAST (SITE 9),NY005012270,287,227,577,577,NY005227,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,219,219,689.5,3.15,,230,230,1,0,1,14,"71,490",1.64,"71,490",1.64,"11,388","1,505,284",15.93%,140.24,"$11,406,932","$16,520",$303.02,CLINTON AVE,E 180TH ST,PROSPECT AVE,OAKLAND PL,BRONX,6,15,33,79,15,4/30/82,,EXCLUSIVELY,YES,
1/1/16,TWIN PARKS WEST (SITES 1 & 2),NY005012270,227,227,363,363,NY005178,FEDERAL,CONVENTIONAL,NEW CONST,,311,312,1504.5,4.84,,876,876,1,0,7,16,"189,384",4.3499999999999996,"189,384",4.3499999999999996,"33,186","3,411,979",17.52%,201.38,"$14,286,716","$9,424",$520.58,WEBSTER AVE,E 182ND ST,TIEBOUT AVE,E 184TH ST,BRONX,5,15,33,86,15,9/30/74,,,,
1/1/16,TWO BRIDGES URA (SITE 7),NY005010760,266,076,389,221,NY005194,FEDERAL,TURNKEY,NEW CONST,,250,250,1251.0,5,,629,629,1,0,1,26,"31,735",0.73,"31,735",0.73,"13,314","2,613,000",41.95%,861.64,"$10,508,730","$8,414",$534.55,CLINTON ST,SOUTH ST,CHERRY ST,MONTGOMERY ST,MANHATTAN,3,7,26,65,1,4/30/75,,,,
1/1/16,UNION AVENUE-EAST 163RD STREET,NY005013420,342,342,753,753,NY005214,FEDERAL,TURNKEY,NEW CONST (ELD),,199,200,696.5,3.5,,225,225,1,0,1,9,"115,299",2.65,"115,299",2.65,"18,632","1,502,857",16.16%,84.91,"$12,675,000","$18,107",$301.55,E 165TH ST,PROSPECT AVE,E 163RD ST,UNION AVE,BRONX,3,15,32,79,17,3/11/85,,EXCLUSIVELY,YES,
1/1/16,UNION AVENUE-EAST 166TH STREET,NY005013420,356,342,768,753,NY005291,FEDERAL,TURNKEY,NEW CONST,,120,120,539.0,4.49,,292,292,6,0,20,3,"98,707",2.27,"98,707",2.27,"38,943","1,022,257",39.45%,128.63,"$9,239,549","$17,142",$546.26,E 166TH ST,PROSPECT AVE,HOME ST,UNION AVE,BRONX,3,15,32,79,17,9/1/88,,,YES,
1/1/16,"UNITY PLAZA (SITES 17,24,25A)",NY005012610,240,261,348,375,NY005169,FEDERAL,TURNKEY,NEW CONST,,166,167,761.0,4.58,,471,471,3,0,3,6,"80,525",1.85,"80,525",1.85,"27,159","2,001,480",33.73%,254.59,"$5,191,821","$6,699",$519.17,SUTTER AVE,BLAKE AVE,SHEFFIELD AVE,ALABAMA AVE,BROOKLYN,5,8,19,60,42,11/30/73,,,,
1/1/16,UNITY PLAZA (SITES 4-27),NY005012610,261,261,318,375,NY005117,FEDERAL,CONVENTIONAL,NEW CONST,,460,462,2141.0,4.6500000000000004,,"1,228","1,228",5,0,13,6,"249,250",5.72,"249,250",5.72,"89,543","5,304,133",35.92%,214.69,"$16,798,483","$7,813",$496.68,BLAKE ST,SHEFFIELD AVE,DUMONT AVE,HINSDALE ST,BROOKLYN,5,8,19,60,42,9/30/73,,,,
1/1/16,UNIVERSITY AVENUE REHAB,NY005013410,341,341,762,762,NY005283,FEDERAL,TURNKEY,REHAB,,230,230,1034.0,4.5,,521,521,4,0,5,6,"77,898",1.79,"77,898",1.79,"43,696","2,798,894",56.09%,291.06,"$15,900,000","$15,377",$417.00,W BURNSIDE AVE,UNIVERSITY AVE,W TREMONT AVE,ANDREWS AVE,BRONX,5,15,29,86,14,1/31/85,,,YES,YES
1/1/16,UPACA (SITE 5),NY005012410,343,241,757,760,NY005254,FEDERAL,TURNKEY,NEW CONST (ELD),,180,200,630.0,3.5,,188,188,1,0,1,11,"63,577",1.46,"63,577",1.46,"14,325","1,434,170",22.53%,128.77000000000001,"$13,369,245","$19,099",$287.03,E 121ST ST,LEXINGTON AVE,E 120TH ST,PARK AVE,MANHATTAN,11,13,30,68,9,7/3/86,,EXCLUSIVELY,YES,
1/1/16,UPACA (SITE 6),NY005012410,355,241,760,760,NY005281,FEDERAL,TURNKEY,NEW CONST (ELD),,150,150,525.0,3.5,,163,163,1,0,1,12,"45,362",1.04,"45,362",1.04,"10,330","1,041,895",22.77%,156.72999999999999,"$10,240,710","$19,506",$279.66,E 119TH ST,PARK AVE,E 122ND ST,LEXINGTON AVE,MANHATTAN,11,13,30,68,9,11/30/87,,EXCLUSIVELY,YES,
1/1/16,VAN DYKE I,NY005000610,061,061,216,216,NY005013,FEDERAL,CONVENTIONAL,NEW CONST,,"1,603","1,603",7402.5,4.62,,"3,993","3,993",22,1,32,3-14,"906,484",20.81,"844,628",19.39,"161,168","13,652,083",16.56%,191.88,"$21,351,730","$2,884",$469.48,SUTTER AVE,POWELL ST,LIVONIA AVE,MOTHER GASTON BLVD,BROOKLYN,16,9,"19, 20",55,41,5/27/55,,,,
1/1/16,VAN DYKE II,NY005011680,146,182,257,257,NY005055,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,111,112,413.5,3.73,,132,132,1,0,1,14,"40,574",0.93,"40,574",0.93,"9,017","845,622",22.22%,141.94,"$2,318,317","$5,546",$346.20,DUMONT AVE,POWELL ST,,,BROOKLYN,16,9,19,55,41,4/30/64,,EXCLUSIVELY,,
1/1/16,VANDALIA AVENUE,NY005011940,315,194,273,273,NY005243,FEDERAL,TURNKEY,NEW CONST (ELD),,287,293,1032.5,3.6,,326,326,2,1,3,10,"256,217",5.88,"256,217",5.88,"33,868","2,315,113",13.22%,55.44,"$20,511,981","$19,480",$346.60,LOUISIANA AVE,VANDALIA AVE,GEORGIA AVE,FLATLANDS AVE,BROOKLYN,5,8,19,60,42,5/31/83,,EXCLUSIVELY,YES,
1/1/16,VLADECK,NY005010060,006,006,204,204,NY005003,FEDERAL,CONVENTIONAL,NEW CONST,,"1,527","1,531",6248.5,4.09,,"2,975","2,975",20,0,46,6,"566,414",13,"519,124",11.92,"171,144","10,617,265",30.22%,228.85,"$7,994,564","$1,276",$471.61,HENRY ST,WATER ST,GOUVERNEUR ST,JACKSON ST,MANHATTAN,3,7,26,65,2,11/25/40,,,,
1/1/16,VLADECK II,NY005010060,007,006,371,204,NY005181B,FEDERAL,CONVENTIONAL,NEW CONST,,240,240,1080.0,4.5,,548,548,4,0,8,6,"96,933",2.23,"96,933",2.23,"28,827","1,766,160",29.74%,245.74,"$1,269,490","$1,175",$499.54,MADISON ST,CHERRY ST,JACKSON ST,,MANHATTAN,3,7,26,65,2,10/25/40,1972/06/29-FED TRAN,,,
1/1/16,WAGNER,NY005010740,074,074,224,224,NY005024,FEDERAL,CONVENTIONAL,NEW CONST,,"2,153","2,162",10076.5,4.68,,"5,029","5,029",22,1,22,7-16,"1,172,233",26.91,"1,083,783",24.88,"150,639","16,837,094",12.85%,186.88,"$32,794,423","$3,238",$483.34,E 120TH ST,SECOND AVE,E 124TH ST,FDR DRIVE,MANHATTAN,11,13,30,68,8,6/12/58,,,,
1/1/16,WALD,NY005000230,023,023,511,511,NY005213C,FEDERAL,CONVENTIONAL,NEW CONST,,"1,861","1,861",8767.5,4.71,,"4,120","4,120",16,2,19,11-14,"717,071",16.46,"694,013",15.93,"133,117","14,691,881",18.56%,250.3,"$22,094,000","$2,561",$488.57,FDR DRIVE,AVENUE D,E 6TH ST,E HOUSTON ST,MANHATTAN,3,7,26,74,2,10/14/49,1977/07/01-ATP 1,,,
1/1/16,WASHINGTON,NY005010620,062,062,217,217,NY005014,FEDERAL,CONVENTIONAL,NEW CONST,,"1,515","1,515",7053.5,4.66,,"3,455","3,455",14,1,18,"2, 12-14","906,988",20.82,"822,228",18.88,"124,916","12,618,161",13.77%,165.95,"$23,677,092","$3,357",$524.37,E 104TH ST,SECOND AVE,E 97TH ST,THIRD AVE,MANHATTAN,11,13,29,68,8,9/20/57,,,,
1/1/16,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),NY005013090,293,309,563,341,NY005221,FEDERAL,CONVENTIONAL,REHAB,,215,216,915.5,4.26,,463,463,5,0,6,5-6,"57,544",1.32,"57,544",1.32,"40,754","2,421,442",70.82%,350.76,"$22,610,848","$24,631",$454.28,W 176TH ST,AMSTERDAM AVE,W 177TH ST,AUDUBON AVE,MANHATTAN,12,13,31,72,10,5/1/88,,,YES,
1/1/16,WASHINGTON HEIGHTS REHAB PHASE III,NY005010030&NY005013090,"329, 523","003, 309","382 - HARLEM RIVER, 756 - FORT WASHINGTON","754 - HARLEM RIVER, 341 - FORT WASHINGTON",NY005284,FEDERAL,TURNKEY,REHAB,,102,102,454.0,4.45,,227,227,8,0,8,5,"29,032",0.67,"29,032",0.67,"21,549","1,292,850",74.22%,338.81,"$7,175,585","$15,823",$441.66,W 156TH ST,BROADWAY,AMSTERDAM AVE,"W 164TH,165TH STS",MANHATTAN,12,13,31,"71, 72","07, 10",11/30/87,,,YES,
1/1/16,WASHINGTON HEIGHTS REHAB PHASE III,NY005013090,523,309,756,341,NY005284,FEDERAL,TURNKEY,REHAB,,88,88,391.0,4.44,,,195,7,0,7,5,"25,086",0.58,"25,086",0.58,"18,156","1,113,273",72.38%,336.21,"$6,178,887","$15,823",$435.98,W 163RD ST,W 164TH ST,W 165TH ST,AMSTERDAM AVE,MANHATTAN,12,13,31,"71, 72","07, 10",11/30/1987,,,,
1/1/16,WASHINGTON HEIGHTS REHAB PHASE III,NY005010030,329,003,382,754,NY005284,FEDERAL,TURNKEY,REHAB,,14,14,63.0,4.50,,,32,1,0,1,5,"3,946",0.09,"3,946",0.09,"3,393","179,577",85.99%,355.56,"$996,698","$15,821",$477.00,W 156TH ST,BROADWAY,AMSTERDAM AVE,,MANHATTAN,12,13,31,71,07,11/30/1987,,,,
1/1/16,WASHINGTON HEIGHTS REHAB PHASE IV (C),NY005013090,330,309,788,341,NY005228,FEDERAL,CONVENTIONAL,REHAB,,32,32,129.0,4.03,,72,72,2,0,2,5,"8,593",0.2,"8,593",0.2,"6,012","323,625",69.96%,360,"$3,052,119","$23,660",$409.88,W 176TH ST,AMSTERDAM AVE,W 177TH ST,AUDUBON AVE,MANHATTAN,12,13,31,72,10,10/1/90,,,YES,
1/1/16,WASHINGTON HEIGHTS REHAB PHASE IV (D),NY005013090,331,309,789,341,NY005229,FEDERAL,CONVENTIONAL,REHAB,,32,32,132.0,4.13,,71,71,2,0,2,5,"8,743",0.2,"8,743",0.2,"6,127","329,815",70.08%,355,"$3,007,393","$22,783",$476.03,W 176TH ST,AMSTERDAM AVE,,AUDUBON AVE,MANHATTAN,12,13,31,72,10,7/1/90,,,YES,
1/1/16,WEBSTER,NY005011410,141,141,231,231,NY005028,FEDERAL,CONVENTIONAL,NEW CONST,,606,606,2831.0,4.67,,"1,602","1,602",5,1,6,21,"197,199",4.53,"197,199",4.53,"31,247","5,322,369",15.85%,353.64,"$12,227,114","$4,319",$442.71,E 169TH ST,PARK AVE,E 168TH ST,WEBSTER AVE,BRONX,3,15,32,79,16,9/30/65,,,,
1/1/16,WEEKSVILLE GARDENS,NY005010310,229,031,357,357,NY005132,FEDERAL,TURNKEY,NEW CONST,,256,257,1285.0,5.0199999999999996,,793,793,2,0,14,4-5,"141,365",3.25,"141,365",3.25,"63,228","2,929,695",44.73%,244,"$7,871,249","$6,073",$523.74,PACIFIC ST,SCHENECTADY AVE,DEAN ST,TROY AVE,BROOKLYN,8,8,25,56,36,4/30/74,,,,
